order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDX08553,2021-12-15,19:29:34,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 7)]",588.0,-37.8153303,144.9722396,0,7.0,13.708504
ORDJ02329,2021-01-19,08:30:25,Breakfast,TP,"[('Eggs', 7), ('Pancake', 4)]",236.0,-37.8142123,144.9612641,0,8.335,11.1010355
ORDK07914,2021-06-05,13:04:13,Lunch,BK,"[('Chicken', 6), ('Salad', 7), ('Fries', 4), ('Steak', 10)]",810.4,-37.8079334,144.9578607,0,7.993,16.4980091
ORDK05910,2021-03-19,10:32:06,Breakfast,BK,"[('Coffee', 10), ('Eggs', 10), ('Pancake', 2)]",309.5,-37.8132415,144.9884726,0,5.41,9.8222184
ORDB07350,2021-07-20,14:35:29,Lunch,TP,"[('Steak', 8), ('Chicken', 5), ('Burger', 7), ('Fries', 7)]",821.0,-37.8189642,145.0037432,0,10.923,13.6988972
ORDI05496,2021-06-17,13:24:30,Lunch,NS,"[('Steak', 1), ('Salad', 1)]",62.2,-37.8076204,144.9732327,0,7.053,12.6276416
ORDC06296,2021-06-10,13:14:21,Lunch,NS,"[('Burger', 6), ('Steak', 3)]",321.0,-37.8155963,144.9740679,0,8.041,12.7441137
ORDB07784,2021-01-26,08:50:42,Breakfast,TP,"[('Pancake', 3), ('Eggs', 2)]",108.75,-37.818287,144.9257374,0,11.087,13.4523454
ORDI08962,2021-09-16,16:27:02,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 2), ('Salmon', 4), ('Shrimp', 5)]",804.0,-37.7996032,144.9606034,0,7.037,13.1326604
ORDB04953,2021-02-11,09:21:07,Breakfast,TP,"[('Pancake', 6), ('Eggs', 1)]",154.5,-37.8248651,145.007333,0,11.041,13.3072039
ORDJ08650,2021-10-20,17:38:01,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 10), ('Salmon', 9), ('Shrimp', 9)]",1235.0,-37.8198647,144.9525642,0,8.773,13.01506
ORDK09423,2021-01-31,09:00:50,Breakfast,BK,"[('Cereal', 1), ('Eggs', 2), ('Pancake', 8)]",240.0,-37.803436,144.9835041,0,6.27,13.2282364
ORDC07756,2021-12-24,19:49:51,Dinner,NS,"[('Fish&Chips', 7), ('Salmon', 8)]",573.0,-37.8168667,144.9613975,0,8.511,21.652649399999998
ORDK09082,2021-07-16,14:25:21,Lunch,BK,"[('Steak', 4), ('Chicken', 2)]",244.0,-37.8142194,144.9744535,0,6.74,12.7499693
ORDK06741,2021-12-09,19:19:26,Dinner,BK,"[('Pasta', 9), ('Shrimp', 2)]",355.5,-37.816317,144.9708978,0,7.089,13.8033639
ORDZ10247,2021-05-14,12:23:39,Lunch,NS,"[('Steak', 10), ('Chicken', 1), ('Fries', 8), ('Salad', 1)]",595.2,-37.8129046,144.9658639,0,7.791,6.69149795
ORDB09229,2021-08-28,15:56:37,Lunch,TP,"[('Fries', 3), ('Burger', 3), ('Steak', 1), ('Salad', 6), ('Chicken', 1)]",309.2,-37.8144094,145.0144348,0,12.445,16.7054698
ORDA10623,2021-09-06,16:16:54,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 9), ('Shrimp', 2), ('Salmon', 6)]",861.5,-37.8233154,144.9936838,0,5.832,12.4669917
ORDJ01973,2021-03-19,10:32:06,Breakfast,TP,"[('Eggs', 5), ('Cereal', 1), ('Pancake', 8)]",303.0,-37.8165878,144.9876587,0,9.579,12.1990358
ORDK00942,2021-04-10,11:12:40,Breakfast,BK,"[('Cereal', 8), ('Coffee', 10)]",215.0,-37.8068898,144.9512177,0,8.593,16.1304955
ORDY03281,2021-02-25,09:41:24,Breakfast,TP,"[('Eggs', 10), ('Pancake', 4)]",299.0,-37.8180087,144.9668486,0,7.65,10.7515393
ORDB06270,2021-06-07,13:04:13,Lunch,TP,"[('Salad', 8), ('Chicken', 1), ('Burger', 9), ('Steak', 8), ('Fries', 2)]",832.6,-37.8060043,144.9572258,0,9.175,12.0073519
ORDJ03020,2021-04-16,11:22:49,Breakfast,TP,"[('Eggs', 4), ('Pancake', 10), ('Cereal', 1), ('Coffee', 4)]",348.5,-37.8246758,144.9890462,0,9.247,11.7847973
ORDZ02962,2021-06-22,13:44:47,Lunch,NS,"[('Salad', 7), ('Burger', 7), ('Chicken', 5), ('Fries', 9)]",605.4,-37.8057282,144.9508162,0,8.412,13.9685954
ORDZ06467,2021-12-30,20:00:00,Dinner,NS,"[('Shrimp', 3), ('Fish&Chips', 2), ('Pasta', 2)]",287.0,-37.8011512,145.003712,0,9.402,15.9508079
ORDA00180,2021-08-20,15:36:20,Lunch,BK,"[('Salad', 6), ('Steak', 3)]",238.2,-37.8082242,144.9759826,0,6.275,12.1307434
ORDI07613,2021-11-17,18:38:52,Dinner,NS,"[('Shrimp', 10), ('Pasta', 2)]",595.0,-37.8120882,144.9523337,0,8.601,15.1793682
ORDK05778,2021-03-28,10:52:23,Breakfast,BK,"[('Coffee', 8), ('Cereal', 1), ('Eggs', 10)]",274.0,-37.81144,144.9374027,0,10.433,18.444189
ORDC01702,2021-11-03,18:08:27,Dinner,NS,"[('Salmon', 9), ('Pasta', 7), ('Shrimp', 5), ('Fish&Chips', 5)]",1006.5,-37.8088665,144.9488609,0,8.837,15.0238683
ORDZ01199,2021-09-07,16:16:54,Dinner,NS,"[('Pasta', 2), ('Shrimp', 8)]",487.0,-37.8276762,144.984998,0,10.792,17.2307957
ORDB03047,2021-12-21,19:39:43,Dinner,TP,"[('Pasta', 9), ('Salmon', 7), ('Fish&Chips', 7), ('Shrimp', 1)]",833.5,-37.8071496,144.9597549,0,8.88,12.4387685
ORDK00298,2021-10-12,17:27:53,Dinner,BK,"[('Fish&Chips', 7), ('Shrimp', 2)]",353.0,-37.8045831,144.9353925,0,10.011,16.9979469
ORDX01491,2021-09-27,16:57:27,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 4), ('Pasta', 7), ('Shrimp', 6)]",890.5,-37.8082445,144.9464176,0,9.129,16.3333322
ORDK05311,2021-06-25,13:44:47,Lunch,BK,"[('Steak', 6), ('Salad', 5)]",356.0,-37.8027121,144.9568579,0,8.162,13.9334696
ORDB09831,2021-11-29,18:59:09,Dinner,TP,"[('Shrimp', 1), ('Salmon', 3), ('Fish&Chips', 5)]",352.0,-37.8072384,144.9452877,0,10.044,13.8751883
ORDX06231,2021-04-25,11:43:05,Breakfast,BK,"[('Eggs', 7), ('Pancake', 2)]",191.5,-37.8078691,144.9419796,0,9.857,17.6626505
ORDK03714,2021-01-22,08:40:33,Breakfast,BK,"[('Pancake', 4), ('Eggs', 10)]",299.0,-37.8243867,144.9530682,0,9.107,13.5298606
ORDK06540,2021-08-10,15:16:03,Lunch,BK,"[('Chicken', 10), ('Salad', 4), ('Fries', 8), ('Burger', 8)]",732.8,-37.7995245,144.950772,0,8.943,14.6380161
ORDZ06322,2021-09-18,16:37:10,Dinner,NS,"[('Salmon', 3), ('Shrimp', 5), ('Pasta', 5)]",530.5,-37.8024388,144.9482868,0,8.342,15.7915618
ORDC10767,2021-08-11,15:16:03,Lunch,NS,"[('Salad', 1), ('Steak', 10), ('Fries', 1)]",479.2,-37.8002284,144.9848519,0,7.583,13.6791705
ORDX04061,2021-04-15,11:22:49,Breakfast,BK,"[('Cereal', 2), ('Coffee', 1), ('Eggs', 3)]",108.5,-37.8196669,144.9809954,0,6.63,11.161667
ORDX10934,2021-10-19,17:38:01,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 3), ('Shrimp', 5)]",567.5,-37.8196941,144.9708975,0,7.892,14.6710017
ORDX05631,2021-08-29,15:56:37,Lunch,BK,"[('Burger', 2), ('Steak', 9), ('Chicken', 8)]",723.0,-37.825352,145.0033723,0,5.213,13.5049218
ORDK03871,2021-01-11,08:20:16,Breakfast,BK,"[('Cereal', 6), ('Eggs', 8), ('Pancake', 10), ('Coffee', 4)]",532.5,-37.8178344,144.9505059,1,9.139,7.1309285
ORDX02224,2021-12-23,19:49:51,Dinner,BK,"[('Fish&Chips', 8), ('Salmon', 4), ('Shrimp', 4), ('Pasta', 7)]",852.5,-37.8107373,144.9560504,0,8.185,14.8269996
ORDJ02105,2021-09-24,16:47:19,Dinner,TP,"[('Shrimp', 5), ('Salmon', 2)]",352.0,-37.8142605,144.9551879,0,8.593,13.0831578
ORDI09621,2021-05-05,12:03:22,Lunch,NS,"[('Fries', 6), ('Burger', 9)]",351.0,-37.8094834,144.9727249,0,7.265,12.71465
ORDY03971,2021-11-23,18:49:00,Dinner,TP,"[('Fish&Chips', 4), ('Pasta', 5), ('Shrimp', 3)]",439.5,-37.8204837,144.97679,0,8.767,12.8887219
ORDK01900,2021-10-09,17:17:44,Dinner,BK,"[('Salmon', 7), ('Shrimp', 8), ('Pasta', 2)]",774.0,-37.8233067,144.9702097,0,7.954,17.0590477
ORDI09226,2021-01-29,08:50:42,Breakfast,NS,"[('Eggs', 3), ('Cereal', 9)]",243.0,-37.8047091,144.9893648,0,8.128,13.0607471
ORDC09812,2021-06-25,13:44:47,Lunch,NS,"[('Fries', 4), ('Chicken', 7), ('Salad', 4), ('Burger', 9)]",619.8,-37.8010622,144.9567734,0,7.44,13.1205721
ORDC07934,2021-05-29,12:54:05,Lunch,NS,"[('Burger', 8), ('Salad', 9)]",402.8,-37.8204791,144.9660281,0,8.903,16.4137816
ORDY06809,2021-06-11,13:14:21,Lunch,TP,"[('Salad', 7), ('Steak', 6), ('Fries', 3)]",426.4,-37.8242053,144.9834431,0,8.926,12.8406772
ORDZ03296,2021-07-24,14:45:38,Lunch,NS,"[('Salad', 7), ('Steak', 1), ('Chicken', 7), ('Fries', 5), ('Burger', 3)]",542.4,-37.820832,144.9562063,0,9.333,16.5087447
ORDB02678,2021-05-27,12:43:56,Lunch,TP,"[('Fries', 10), ('Chicken', 9), ('Steak', 2)]",498.0,-37.799476,144.9552516,0,9.853,13.0235697
ORDY07101,2021-02-08,09:10:59,Breakfast,TP,"[('Coffee', 2), ('Cereal', 1), ('Pancake', 4), ('Eggs', 2)]",162.0,-37.8104849,144.9937425,0,10.436,13.0252575
ORDX00453,2021-10-24,17:48:10,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 4), ('Pasta', 6)]",644.0,-37.8158223,144.9927827,0,5.409,14.8135515
ORDY04055,2021-05-29,12:54:05,Lunch,TP,"[('Salad', 4), ('Chicken', 3), ('Burger', 1), ('Fries', 8), ('Steak', 6)]",561.8,-37.8207253,144.9658515,0,7.371,13.2887644
ORDB06936,2021-11-29,18:59:09,Dinner,TP,"[('Fish&Chips', 5), ('Pasta', 5), ('Shrimp', 3)]",474.5,-37.8068746,144.9428712,0,10.177,14.4416809
ORDX09926,2021-07-09,14:15:12,Lunch,BK,"[('Chicken', 1), ('Burger', 4)]",156.0,-37.8033138,144.9904672,0,5.596,11.26055
ORDZ10860,2021-04-28,11:53:14,Breakfast,NS,"[('Cereal', 10), ('Eggs', 5), ('Coffee', 3), ('Pancake', 3)]",388.25,-37.80542,144.9282301,0,10.954,16.1245739
ORDJ03403,2021-03-04,10:01:41,Breakfast,TP,"[('Pancake', 10), ('Cereal', 7), ('Eggs', 1), ('Coffee', 8)]",427.5,-37.8140612,144.9999996,0,10.964,13.5437646
ORDB01276,2021-02-09,09:10:59,Breakfast,TP,"[('Coffee', 4), ('Pancake', 5), ('Cereal', 3), ('Eggs', 3)]",256.25,-37.821635,144.9986317,0,10.387,12.645886
ORDX04699,2021-07-06,14:05:04,Lunch,BK,"[('Fries', 3), ('Chicken', 7), ('Steak', 2), ('Burger', 2)]",412.0,-37.8127024,144.94298,0,9.403,15.1412866
ORDJ00169,2021-02-12,09:21:07,Breakfast,TP,"[('Cereal', 5), ('Coffee', 2)]",111.0,-37.8244583,144.9466767,0,8.889,12.022566
ORDY08249,2021-06-15,13:24:30,Lunch,TP,"[('Fries', 2), ('Salad', 9), ('Chicken', 10)]",498.8,-37.8080557,144.9714543,0,9.252,13.1468216
ORDJ08000,2021-12-16,19:29:34,Dinner,TP,"[('Pasta', 10), ('Fish&Chips', 2), ('Salmon', 4), ('Shrimp', 4)]",725.0,-37.8077315,144.9708402,0,9.265,12.8575993
ORDJ01612,2021-09-23,16:47:19,Dinner,TP,"[('Pasta', 9), ('Salmon', 10), ('Fish&Chips', 2)]",727.5,-37.8115793,144.9835885,0,9.402,19.543974300000002
ORDB08819,2021-10-12,17:27:53,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 5), ('Pasta', 4)]",555.0,-37.8219641,144.9922933,0,9.737,13.6411985
ORDX02674,2021-08-24,15:46:28,Lunch,BK,"[('Fries', 4), ('Salad', 4), ('Chicken', 7)]",340.8,-37.7996903,144.9576193,0,8.388,14.8385404
ORDX02030,2021-02-03,09:00:50,Breakfast,BK,"[('Eggs', 9), ('Cereal', 8), ('Coffee', 4), ('Pancake', 3)]",437.75,-37.8119194,144.9672603,0,7.258,11.6756152
ORDY06719,2021-05-01,11:53:14,Breakfast,TP,"[('Coffee', 7), ('Eggs', 4)]",122.5,-37.8217484,144.979191,0,8.601,12.2628475
ORDX10721,2021-03-16,10:21:58,Breakfast,BK,"[('Eggs', 10), ('Pancake', 3)]",276.75,-37.8239951,144.9587068,0,8.642,13.3139834
ORDI03144,2021-02-09,09:10:59,Breakfast,NS,"[('Cereal', 10), ('Pancake', 2), ('Coffee', 3)]",261.0,-37.8186194,144.9920489,0,9.499,14.6602874
ORDJ09545,2021-06-09,13:14:21,Lunch,TP,"[('Steak', 9), ('Fries', 2), ('Salad', 6), ('Burger', 7), ('Chicken', 3)]",845.2,-37.8040515,145.005367,0,12.05,22.81283775
ORDJ07161,2021-10-14,17:27:53,Dinner,TP,"[('Shrimp', 9), ('Salmon', 7), ('Pasta', 9)]",1020.5,-37.8198573,144.9518752,0,8.626,12.540166
ORDB03916,2021-03-24,10:42:15,Breakfast,TP,"[('Pancake', 1), ('Cereal', 10), ('Coffee', 9), ('Eggs', 1)]",292.75,-37.8103235,144.9530079,0,9.058,11.4309401
ORDC06297,2021-09-25,16:47:19,Dinner,NS,"[('Shrimp', 6), ('Salmon', 2), ('Pasta', 10)]",681.0,-37.808404,144.9566621,0,8.0,15.556262
ORDX06130,2021-09-30,16:57:27,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 3), ('Salmon', 1), ('Pasta', 7)]",605.5,-37.8092392,144.9503235,0,8.81,16.4602424
ORDX09509,2021-12-09,19:19:26,Dinner,BK,"[('Salmon', 3), ('Shrimp', 3)]",285.0,-37.8164954,144.9702995,0,7.146,13.912876
ORDI02014,2021-12-02,19:09:17,Dinner,NS,"[('Pasta', 6), ('Shrimp', 2), ('Fish&Chips', 8), ('Salmon', 7)]",840.0,-37.8037021,145.0047915,0,9.39,15.2094188
ORDZ10569,2021-04-06,11:02:32,Breakfast,NS,"[('Eggs', 10), ('Pancake', 8)]",388.0,-37.8137291,144.9874627,0,8.785,13.7947818
ORDY05499,2021-09-17,16:37:10,Dinner,TP,"[('Fish&Chips', 4), ('Shrimp', 2)]",248.0,-37.8115789,145.0113915,0,12.031,16.0712404
ORDY05654,2021-09-29,16:57:27,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 4)]",572.0,-37.8078068,144.9614027,0,8.835,13.4351568
ORDK02966,2021-12-03,19:09:17,Dinner,BK,"[('Pasta', 2), ('Salmon', 5), ('Fish&Chips', 6), ('Shrimp', 9)]",956.0,-37.8016737,144.9799337,0,6.706,13.3554691
ORDJ04234,2021-02-08,09:10:59,Breakfast,TP,"[('Cereal', 1), ('Eggs', 3)]",83.0,-37.8107072,144.9959318,0,10.629,13.0345168
ORDA02364,2021-06-05,13:04:13,Lunch,BK,"[('Steak', 5), ('Salad', 7), ('Burger', 6)]",531.4,-37.8132035,144.9500289,0,8.696,17.1252613
ORDC05085,2021-11-22,18:49:00,Dinner,NS,"[('Shrimp', 6), ('Fish&Chips', 5)]",499.0,-37.8087296,144.9421075,0,9.948,16.1073398
ORDI07043,2021-10-31,17:58:18,Dinner,NS,"[('Fish&Chips', 1), ('Shrimp', 4)]",251.0,-37.822584,144.9610415,0,9.21,17.3965336
ORDK07839,2021-01-10,08:10:08,Breakfast,BK,"[('Pancake', 2), ('Eggs', 1), ('Coffee', 9), ('Cereal', 1)]",135.0,-37.8086785,144.9578587,1,7.954,7.3066964
ORDB09811,2021-04-18,11:32:57,Breakfast,TP,"[('Coffee', 2), ('Pancake', 6), ('Eggs', 7), ('Cereal', 2)]",331.5,-37.8238344,144.9907869,0,9.479,13.5650022
ORDA09124,2021-11-29,18:59:09,Dinner,BK,"[('Salmon', 9), ('Pasta', 6), ('Shrimp', 10)]",1074.0,-37.823832,144.981317,0,6.981,13.6046135
ORDJ09026,2021-01-05,08:00:00,Breakfast,TP,"[('Cereal', 1), ('Pancake', 5), ('Coffee', 7)]",169.75,-37.8128818,145.0025987,1,11.233,6.5100314
ORDC03476,2021-07-25,14:45:38,Lunch,NS,"[('Salad', 5), ('Fries', 1), ('Chicken', 3), ('Steak', 10)]",644.0,-37.8130944,144.9516264,0,8.558,16.0967984
ORDA10467,2021-03-31,10:52:23,Breakfast,BK,"[('Cereal', 4), ('Coffee', 10), ('Eggs', 4)]",219.0,-37.8250579,144.949316,0,9.491,14.7484073
ORDI05971,2021-12-17,19:39:43,Dinner,NS,"[('Pasta', 3), ('Fish&Chips', 4), ('Shrimp', 7), ('Salmon', 1)]",641.5,-37.8012314,144.9741342,0,6.442,12.4344663
ORDB04194,2021-01-10,08:10:08,Breakfast,TP,"[('Eggs', 7), ('Coffee', 1), ('Cereal', 9)]",332.5,-37.819338,144.9836948,1,9.194,6.4899048
ORDY00769,2021-03-16,10:21:58,Breakfast,TP,"[('Cereal', 10), ('Coffee', 4), ('Pancake', 9), ('Eggs', 3)]",485.25,-37.8027346,144.9743267,0,9.847,12.034828
ORDX08745,2021-12-11,19:19:26,Dinner,BK,"[('Salmon', 1), ('Fish&Chips', 10), ('Shrimp', 7)]",769.0,-37.8100218,144.9621366,0,7.544,16.8106061
ORDY06175,2021-07-09,14:15:12,Lunch,TP,"[('Salad', 4), ('Burger', 4)]",192.8,-37.8137302,144.9409476,0,10.018,13.3435727
ORDY05955,2021-11-15,18:28:43,Dinner,TP,"[('Salmon', 10), ('Pasta', 4), ('Shrimp', 9), ('Fish&Chips', 6)]",1216.0,-37.8233335,144.9998809,0,10.455,14.533226
ORDI05723,2021-09-05,16:06:45,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 9)]",423.0,-37.7999886,144.9888579,0,7.947,16.2293811
ORDK09786,2021-03-18,10:32:06,Breakfast,BK,"[('Cereal', 2), ('Coffee', 6), ('Pancake', 1), ('Eggs', 8)]",263.25,-37.801495,144.9675869,0,7.624,12.9694596
ORDJ01296,2021-03-25,10:42:15,Breakfast,TP,"[('Eggs', 1), ('Pancake', 1), ('Cereal', 10), ('Coffee', 4)]",265.25,-37.8212898,144.9644173,0,7.27,10.4062276
ORDZ08177,2021-10-29,17:58:18,Dinner,NS,"[('Shrimp', 1), ('Fish&Chips', 5)]",229.0,-37.8033329,144.9703395,0,7.236,12.8663774
ORDJ00307,2021-03-07,10:01:41,Breakfast,TP,"[('Pancake', 1), ('Coffee', 4)]",44.25,-37.8074114,144.9671342,0,9.11,13.2767665
ORDY08363,2021-12-09,19:19:26,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 8), ('Salmon', 1)]",486.0,-37.8164377,144.967108,0,7.863,12.1472734
ORDA01969,2021-04-28,11:53:14,Breakfast,BK,"[('Eggs', 8), ('Cereal', 6), ('Coffee', 3), ('Pancake', 2)]",349.0,-37.8051371,144.925914,0,10.971,16.1676239
ORDB08223,2021-02-19,09:31:16,Breakfast,TP,"[('Cereal', 4), ('Eggs', 4)]",164.0,-37.8113389,145.0085819,0,11.781,13.3882979
ORDK04994,2021-12-01,18:59:09,Dinner,BK,"[('Pasta', 1), ('Salmon', 1), ('Fish&Chips', 3)]",173.5,-37.8055341,144.973687,0,6.766,13.6294529
ORDY08297,2021-04-05,11:02:32,Breakfast,TP,"[('Pancake', 8), ('Eggs', 2)]",220.0,-37.8024563,145.0096551,0,12.427,14.7183709
ORDK06579,2021-02-18,09:31:16,Breakfast,BK,"[('Cereal', 4), ('Pancake', 9), ('Coffee', 6), ('Eggs', 7)]",460.25,-37.8129011,144.9428889,0,9.422,14.46164
ORDZ07218,2021-08-19,15:36:20,Lunch,NS,"[('Chicken', 10), ('Burger', 7), ('Fries', 3)]",573.0,-37.8157263,144.9581669,0,8.536,14.2208187
ORDK01817,2021-07-08,14:15:12,Lunch,BK,"[('Fries', 9), ('Burger', 5), ('Steak', 3)]",398.0,-37.813603,144.9401868,0,9.689,16.1190622
ORDB04808,2021-02-28,09:51:32,Breakfast,TP,"[('Pancake', 7), ('Cereal', 5), ('Coffee', 6), ('Eggs', 6)]",414.75,-37.8006905,145.0096988,0,12.708,16.0729076
ORDI06207,2021-02-06,09:10:59,Breakfast,NS,"[('Coffee', 3), ('Eggs', 6), ('Cereal', 1), ('Pancake', 10)]",385.0,-37.8153503,144.9708117,0,7.877,7.3231019
ORDA10565,2021-08-17,15:36:20,Lunch,BK,"[('Burger', 2), ('Steak', 6)]",332.0,-37.8074249,144.962747,0,7.465,13.0700807
ORDJ04844,2021-10-18,17:38:01,Dinner,TP,"[('Salmon', 8), ('Shrimp', 9)]",814.0,-37.8254018,144.9956495,0,9.826,13.4888079
ORDJ03917,2021-06-29,13:54:55,Lunch,TP,"[('Fries', 7), ('Salad', 6), ('Chicken', 9), ('Burger', 9), ('Steak', 6)]",1024.2,-37.8208139,144.9480607,0,8.925,11.7227894
ORDJ01948,2021-04-19,11:32:57,Breakfast,TP,"[('Coffee', 10), ('Cereal', 7), ('Pancake', 3)]",261.75,-37.818219,144.9774547,0,8.601,11.3004028
ORDJ07067,2021-05-23,12:43:56,Lunch,TP,"[('Steak', 8), ('Fries', 5), ('Burger', 2)]",482.0,-37.8143701,144.9390152,0,10.231,14.6140152
ORDZ06942,2021-04-24,11:43:05,Breakfast,NS,"[('Cereal', 5), ('Coffee', 9)]",149.5,-37.8135942,144.9478734,0,10.113,16.5810082
ORDX06783,2021-01-31,09:00:50,Breakfast,BK,"[('Cereal', 7), ('Eggs', 9), ('Pancake', 7)]",484.75,-37.7996998,144.9771516,0,7.065,14.0752219
ORDI08215,2021-10-08,17:17:44,Dinner,NS,"[('Fish&Chips', 2), ('Pasta', 4)]",180.0,-37.8047029,144.9932568,0,8.514,13.9893924
ORDX02231,2021-08-09,15:16:03,Lunch,BK,"[('Steak', 9), ('Salad', 9), ('Chicken', 9), ('Fries', 4), ('Burger', 2)]",957.8,-37.8077755,144.9658913,0,7.178,12.8986012
ORDA09008,2021-10-09,17:17:44,Dinner,BK,"[('Fish&Chips', 5), ('Salmon', 10), ('Shrimp', 6), ('Pasta', 5)]",1046.5,-37.8003644,144.9792888,0,6.851,16.4365659
ORDI09680,2021-09-21,16:47:19,Dinner,NS,"[('Pasta', 8), ('Salmon', 5), ('Fish&Chips', 2)]",495.0,-37.8150689,144.9641288,0,8.142,13.9494501
ORDA05251,2021-01-16,08:30:25,Breakfast,BK,"[('Pancake', 4), ('Eggs', 8), ('Coffee', 1), ('Cereal', 9)]",442.5,-37.8101076,144.9448123,1,9.29,8.5468608
ORDA01320,2021-12-16,19:29:34,Dinner,BK,"[('Pasta', 5), ('Shrimp', 1)]",191.5,-37.8133132,144.9737721,0,6.846,13.6250231
ORDA04275,2021-12-20,19:39:43,Dinner,BK,"[('Pasta', 6), ('Fish&Chips', 1)]",200.0,-37.8151638,144.9636136,0,7.761,14.5497644
ORDB08360,2021-02-17,09:31:16,Breakfast,TP,"[('Coffee', 4), ('Pancake', 7), ('Cereal', 9)]",357.75,-37.8212301,144.9614747,0,7.42,10.4579512
ORDZ04971,2021-04-29,11:53:14,Breakfast,NS,"[('Pancake', 4), ('Cereal', 1), ('Coffee', 10), ('Eggs', 7)]",311.0,-37.8050371,144.9287516,0,10.459,15.368747
ORDA04406,2021-08-15,15:26:11,Lunch,BK,"[('Steak', 2), ('Chicken', 2), ('Burger', 8)]",402.0,-37.8042493,145.0108887,0,4.107,13.0204124
ORDC06490,2021-01-13,08:20:16,Breakfast,NS,"[('Eggs', 2), ('Cereal', 3), ('Pancake', 2), ('Coffee', 10)]",201.5,-37.8153832,144.9629942,1,8.214,6.2951829
ORDJ11073,2021-11-29,18:59:09,Dinner,TP,"[('Salmon', 3), ('Fish&Chips', 2), ('Shrimp', 7), ('Pasta', 1)]",598.5,-37.8036352,144.9486406,0,9.992,14.1305437
ORDJ06910,2021-07-29,14:55:46,Lunch,TP,"[('Chicken', 6), ('Burger', 9), ('Steak', 1), ('Salad', 7), ('Fries', 7)]",720.4,-37.8271233,144.9851161,0,9.014,12.3887537
ORDA02212,2021-06-22,13:44:47,Lunch,BK,"[('Steak', 3), ('Fries', 8), ('Salad', 9), ('Burger', 10)]",695.8,-37.8047494,144.949398,0,8.695,14.1734775
ORDC03176,2021-07-02,14:05:04,Lunch,NS,"[('Chicken', 6), ('Fries', 6)]",264.0,-37.822004,144.969587,0,8.834,13.9365029
ORDC09849,2021-11-20,18:38:52,Dinner,NS,"[('Salmon', 2), ('Shrimp', 3), ('Fish&Chips', 1), ('Pasta', 2)]",334.0,-37.8113788,145.0020583,0,9.791,17.7462414
ORDJ04063,2021-02-14,09:21:07,Breakfast,TP,"[('Coffee', 2), ('Pancake', 7), ('Eggs', 6), ('Cereal', 8)]",452.75,-37.7989032,144.9626467,0,9.903,13.9077635
ORDZ08923,2021-04-22,11:43:05,Breakfast,NS,"[('Cereal', 4), ('Eggs', 3), ('Coffee', 6)]",176.0,-37.8208638,144.954207,0,9.483,14.3740018
ORDI03624,2021-06-25,13:44:47,Lunch,NS,"[('Chicken', 8), ('Burger', 1), ('Steak', 2), ('Fries', 9)]",485.0,-37.80531,144.9506489,0,8.373,14.1187111
ORDB03330,2021-10-19,17:38:01,Dinner,TP,"[('Salmon', 6), ('Shrimp', 3), ('Pasta', 8)]",628.0,-37.8012646,144.9626963,0,9.648,13.1306734
ORDY07557,2021-08-28,15:56:37,Lunch,TP,"[('Salad', 2), ('Burger', 8)]",282.4,-37.8147001,145.0136597,0,12.36,8.3131583
ORDK01045,2021-12-14,19:29:34,Dinner,BK,"[('Fish&Chips', 8), ('Shrimp', 1), ('Salmon', 1), ('Pasta', 2)]",430.0,-37.8070022,144.9656899,0,7.187,14.5724096
ORDX08510,2021-10-14,17:27:53,Dinner,BK,"[('Shrimp', 1), ('Pasta', 8), ('Salmon', 2)]",356.0,-37.8084097,144.9567031,0,8.089,14.6449686
ORDJ01459,2021-03-29,10:52:23,Breakfast,TP,"[('Cereal', 9), ('Coffee', 10), ('Eggs', 3)]",298.0,-37.8195309,145.0045238,0,11.04,13.0220091
ORDZ04023,2021-04-26,11:43:05,Breakfast,NS,"[('Pancake', 3), ('Coffee', 3)]",83.25,-37.7996716,144.9370344,0,10.123,14.3121157
ORDK09097,2021-12-17,19:39:43,Dinner,BK,"[('Pasta', 8), ('Fish&Chips', 8), ('Salmon', 7), ('Shrimp', 5)]",1057.0,-37.8121445,144.9706923,0,7.032,14.1052764
ORDB10772,2021-07-19,14:35:29,Lunch,TP,"[('Burger', 10), ('Fries', 4), ('Salad', 5), ('Chicken', 9), ('Steak', 8)]",1092.0,-37.820144,145.0139838,0,11.842,15.0981254
ORDI05606,2021-12-05,19:09:17,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 6), ('Shrimp', 6)]",862.0,-37.8181,144.957901,0,8.855,17.015665
